Chr,SNP_data,methylation_data,last_meth_value_with_SNP_coverage,first_meth_value_with_SNP_coverage,last_meth_index_with_SNP_coverage,first_meth_index_with_SNP_coverage,population,region,cov_file,chunk_start,chunk_end,modified_methylation_data
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,620465,640464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_620465-640464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,640465,660464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_640465-660464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,660465,680464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_660465-680464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,680465,700464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_680465-700464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,700465,720464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_700465-720464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,720465,740464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_720465-740464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,740465,760464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_740465-760464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,760465,780464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_760465-780464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,780465,800464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_780465-800464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,800465,820464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_800465-820464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,820465,840464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_820465-840464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,840465,860464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_840465-860464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,860465,880464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_860465-880464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,880465,900464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_880465-900464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,900465,920464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_900465-920464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,920465,940464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_920465-940464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,940465,960464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_940465-960464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,960465,980464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_960465-980464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,980465,1000464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_980465-1000464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,1000465,1020464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_1000465-1020464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,1020465,1040464,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_1020465-1040464.rds
16,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr16.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr16_EA.rda,90100455,29324,1057285,465,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,1040465,1057285,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr16_EA_1040465-1057285.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,1513,21512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_1513-21512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,21513,41512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_21513-41512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,41513,61512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_41513-61512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,61513,81512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_61513-81512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,81513,101512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_81513-101512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,101513,121512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_101513-121512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,121513,141512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_121513-141512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,141513,161512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_141513-161512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,161513,181512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_161513-181512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,181513,201512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_181513-201512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,201513,221512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_201513-221512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,221513,241512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_221513-241512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,241513,261512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_241513-261512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,261513,281512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_261513-281512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,281513,301512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_281513-301512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,301513,321512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_301513-321512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,321513,341512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_321513-341512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,341513,361512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_341513-361512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,361513,381512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_361513-381512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,381513,401512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_381513-401512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,401513,421512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_401513-421512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,421513,441512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_421513-441512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,441513,461512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_441513-461512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,461513,481512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_461513-481512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,481513,501512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_481513-501512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,501513,521512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_501513-521512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,521513,541512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_521513-541512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,541513,561512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_541513-561512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,561513,581512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_561513-581512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,581513,601512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_581513-601512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,601513,621512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_601513-621512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,621513,641512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_621513-641512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,641513,661512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_641513-661512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,661513,681512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_661513-681512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,681513,701512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_681513-701512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,701513,721512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_701513-721512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,721513,741512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_721513-741512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,741513,761512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_741513-761512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,761513,781512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_761513-781512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,781513,801512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_781513-801512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,801513,821512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_801513-821512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,821513,841512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_821513-841512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,841513,861512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_841513-861512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,861513,881512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_861513-881512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,881513,901512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_881513-901512.rds
17,/dcs04/lieber/statsgen/shizhong/michael/mwas/gwas//libd_chr17.pgen,/dcs04/lieber/statsgen/shizhong/michael/mwas/pheno/caud/out/chr17_EA.rda,83098547,193254,1119214,1513,EA,caud,/dcs04/lieber/statsgen/mnagle/mwas/full_covariates/EA_caud.csv,901513,921512,/dcs04/lieber/statsgen/mnagle/mwas/pheno/caud/out/chr17_EA_901513-921512.rds
